filename,emotion
/home/dsanyal/.hack/dataset/TrainAudioFiles/764.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/25777.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/5072.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/22968.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/1249.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/16723.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/29494.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/17386.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/28799.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/23969.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/2714.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/3305.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/17548.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/5665.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/6613.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/11805.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/27790.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/588.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/48.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/7584.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/28628.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/21702.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/8241.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/17173.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/38647.wav,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/1794.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/182.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/1637.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/24352.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/24400.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/21662.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/1333.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/4692.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/50946.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/24847.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/44918.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/7690.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/41946.wav,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/13632.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/387.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/26774.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/42928.wav,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/28428.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/2813.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/28626.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/6950.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/22221.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/25833.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/15286.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/21979.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/14819.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/24820.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/21823.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/560.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/13555.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/18434.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/18228.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/3376.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/7951.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/12162.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/21612.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/3467.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/10714.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/18320.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/29295.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/10401.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/5044.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/5549.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/7834.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/18468.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/966.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/12013.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/27144.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/17652.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/28620.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/23555.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/837.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/16752.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/22006.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/2593.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/22055.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/28414.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/45429.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/2170.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/18245.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/21779.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/11322.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/1051.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/7813.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/11957.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/13499.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/12678.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/16447.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/11589.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/18606.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/15261.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/95.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/29323.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/2586.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/576.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/22928.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/47450.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/48727.wav,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/16152.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/18273.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/42468.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/3062.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/14607.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/12957.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/25656.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/12118.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/47754.wav,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/29099.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/26590.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/14597.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/40755.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/21722.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/27326.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/29094.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/7669.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/27316.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/22183.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/16165.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/29893.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/45349.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/48738.wav,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/12015.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/43425.wav,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/27004.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/7133.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/16945.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/21518.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/24093.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/28011.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/2933.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/2069.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/24326.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/12787.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/14815.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/2099.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/25982.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/23680.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/24319.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/17910.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/27836.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/7438.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/17991.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/48608.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/1386.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/29559.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/15129.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/26964.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/22672.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/8052.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/29676.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/4967.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/6775.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/43039.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/15664.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/21955.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/24848.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/27859.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/22752.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/10709.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/3259.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/42879.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/2809.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/29876.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/39706.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/29033.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/5320.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/8113.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/8312.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/24508.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/6778.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/8203.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/17912.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/4788.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/15843.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/21923.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/5452.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/16867.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/21709.mp3,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/24279.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/1065.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/15646.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/22631.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/12579.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/5287.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/28876.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/23430.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/16567.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/2028.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/25744.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/2220.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/7996.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/883.mp3,surprise
